Player,Year,FirstServe,FirstServePointsWon,FirstServeReturnPointsWon,SecondServePointsWon,SecondServeReturnPointsWon,Aces,BreakPointsConverted,BreakPointsFaced,BreakPointsOpportunities,BreakPointsSaved,DoubleFaults,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,ServiceGamesPlayed,ServiceGamesWon,TotalPointsWon,TotalServicePointsWon,Wins,Losses,Winnings,Ranking
Di Wu,2012,0.55,0.52,0.2,0.41,0.46,0,0.43,20,7,0.5,5,17,0.18,0.31,18,0.44,0.4,0.47,0,0,2519,249
Pierre-Hugues Herbert,2015,0.55,0.77,0.25,0.52,0.45,164,0.36,82,80,0.66,59,172,0.17,0.33,172,0.84,0.5,0.66,7,6,209664,82
Liam Broady,2012,0.55,0.58,0.09,0.3,0.58,2,0.0,5,3,0.2,5,8,0.0,0.23,7,0.43,0.34,0.45,0,1,10644,157
Stefan Kozlov,2016,0.55,0.68,0.31,0.44,0.54,21,0.43,40,37,0.63,24,45,0.36,0.41,44,0.66,0.49,0.57,3,2,104851,170
Marcos Baghdatis,2012,0.55,0.73,0.29,0.53,0.5,379,0.41,335,386,0.6,184,687,0.23,0.37,685,0.81,0.51,0.64,35,25,553169,81
Marinko Matosevic,2010,0.55,0.59,0.34,0.54,0.51,21,0.42,33,33,0.48,16,46,0.3,0.41,48,0.65,0.49,0.57,1,3,84685,338
Alexandr Dolgopolov,2014,0.55,0.75,0.3,0.52,0.51,410,0.38,289,356,0.62,100,597,0.23,0.37,600,0.82,0.51,0.65,27,21,998016,53
Daniel Munoz de la Nava,2010,0.55,0.7,0.23,0.55,0.56,7,0.55,15,11,0.6,3,30,0.2,0.32,28,0.79,0.47,0.63,1,1,80177,274
Frances Tiafoe,2014,0.55,0.74,0.14,0.41,0.55,2,0.33,12,3,0.75,6,10,0.1,0.29,10,0.7,0.46,0.59,0,1,11478,56
Lucas Pouille,2015,0.55,0.7,0.26,0.51,0.49,127,0.36,211,149,0.64,85,299,0.18,0.35,303,0.75,0.49,0.61,12,14,389487,11
Fernando Romboli,2011,0.55,0.59,0.2,0.46,0.45,1,1.0,6,1,0.33,3,9,0.11,0.31,9,0.56,0.42,0.53,0,1,9281,885
Benjamin Becker,2012,0.55,0.71,0.26,0.49,0.49,174,0.37,160,148,0.57,71,281,0.2,0.36,284,0.76,0.49,0.61,10,14,310770,1051
Vasek Pospisil,2013,0.55,0.79,0.29,0.51,0.47,359,0.34,185,233,0.65,127,434,0.18,0.36,444,0.86,0.51,0.67,17,18,561193,77
Andrey Kuznetsov,2011,0.55,0.65,0.27,0.52,0.51,15,0.39,45,46,0.49,10,76,0.24,0.38,73,0.68,0.48,0.59,2,4,72019,135
Ruben Ramirez Hidalgo,2013,0.54,0.71,0.28,0.46,0.46,34,0.4,60,42,0.62,33,86,0.2,0.35,86,0.73,0.48,0.6,2,6,95923,601
Ruben Ramirez Hidalgo,2012,0.54,0.67,0.26,0.48,0.5,40,0.4,120,91,0.54,78,184,0.2,0.35,185,0.7,0.47,0.58,3,12,199962,601
Inigo Cervantes,2014,0.54,0.7,0.33,0.46,0.55,17,0.5,45,34,0.58,22,59,0.29,0.41,60,0.68,0.5,0.59,1,1,11749,325
Nicolas Almagro,2016,0.54,0.75,0.29,0.52,0.48,443,0.36,273,330,0.59,175,592,0.2,0.37,591,0.81,0.5,0.64,22,22,758290,186
Peter Gojowczyk,2013,0.54,0.77,0.27,0.5,0.54,23,0.48,26,21,0.65,14,43,0.23,0.39,41,0.78,0.51,0.64,1,1,101247,50
Paul-Henri Mathieu,2012,0.54,0.75,0.27,0.52,0.49,152,0.37,236,208,0.63,133,424,0.18,0.36,424,0.79,0.5,0.64,14,17,377331,372
Paul-Henri Mathieu,2010,0.54,0.72,0.26,0.5,0.48,199,0.42,230,178,0.61,116,400,0.19,0.35,408,0.78,0.49,0.62,11,20,369643,372
Marton Fucsovics,2017,0.54,0.75,0.28,0.49,0.5,69,0.44,76,70,0.59,49,146,0.21,0.37,150,0.79,0.5,0.63,9,8,283496,59
Aljaz Bedene,2015,0.54,0.76,0.26,0.48,0.5,276,0.41,213,199,0.57,99,413,0.2,0.36,406,0.77,0.49,0.63,17,17,432043,58
Lucas Pouille,2013,0.54,0.65,0.22,0.54,0.46,29,0.32,42,28,0.67,18,60,0.15,0.31,58,0.76,0.46,0.6,1,4,100609,11
Jaroslav Pospisil,2013,0.54,0.57,0.28,0.54,0.47,3,0.31,26,13,0.54,9,27,0.15,0.35,27,0.56,0.46,0.56,1,1,9645,606
Kei Nishikori,2009,0.54,0.64,0.28,0.49,0.5,25,0.4,50,47,0.42,28,84,0.23,0.37,83,0.65,0.47,0.57,4,6,51139,36
Egor Gerasimov,2014,0.54,0.82,0.11,0.34,0.21,7,0.0,4,2,0.5,4,10,0.0,0.16,9,0.78,0.4,0.6,2,2,43624,204
Matthew Ebden,2016,0.54,0.52,0.23,0.42,0.33,11,0.38,41,13,0.46,15,38,0.13,0.27,39,0.44,0.39,0.47,0,4,52640,78
Vasek Pospisil,2011,0.54,0.74,0.23,0.52,0.48,60,0.41,39,41,0.62,31,95,0.18,0.33,95,0.84,0.49,0.64,6,5,114668,77
Paolo Lorenzi,2009,0.54,0.64,0.0,0.29,0.54,2,0.0,6,0,0.33,2,8,0.0,0.18,8,0.5,0.34,0.48,0,1,91672,63
Teymuraz Gabashvili,2009,0.54,0.68,0.25,0.46,0.49,165,0.37,301,205,0.59,191,409,0.18,0.35,400,0.7,0.47,0.58,13,24,306891,301
Rogerio Dutra Silva,2011,0.54,0.71,0.31,0.51,0.47,10,0.35,25,20,0.64,3,46,0.15,0.35,45,0.8,0.49,0.62,1,1,8449,125
Luca Vanni,2017,0.54,0.5,0.27,0.38,0.38,3,0.5,12,4,0.42,7,13,0.15,0.31,12,0.42,0.38,0.44,0,2,100183,324
Andres Molteni,2012,0.54,0.27,0.09,0.23,0.38,0,0.0,6,0,0.17,2,7,0.0,0.19,6,0.17,0.22,0.25,0,0,6030,1180
Mitchell Krueger,2014,0.54,0.52,0.17,0.64,0.5,0,0.5,4,4,0.0,2,10,0.2,0.31,9,0.56,0.43,0.57,0,1,20241,219
Austin Krajicek,2012,0.54,0.53,0.2,0.45,0.38,1,0.33,10,3,0.6,4,9,0.11,0.31,8,0.5,0.41,0.49,0,1,16308,291
Thiemo de Bakker,2015,0.54,0.75,0.31,0.49,0.44,63,0.34,59,50,0.66,14,96,0.18,0.36,97,0.79,0.49,0.63,3,7,139119,311
Janko Tipsarevic,2016,0.54,0.75,0.26,0.5,0.47,93,0.38,110,105,0.6,57,219,0.18,0.35,216,0.8,0.49,0.63,8,11,311279,153
Janko Tipsarevic,2017,0.54,0.72,0.26,0.48,0.5,103,0.37,120,105,0.53,53,205,0.19,0.36,207,0.73,0.48,0.61,5,12,301145,153
Go Soeda,2012,0.54,0.67,0.3,0.51,0.48,83,0.37,191,214,0.5,81,349,0.23,0.37,349,0.72,0.48,0.6,13,21,279036,138
Geoffrey Blancaneaux,2017,0.54,0.54,0.21,0.36,0.37,3,0.0,12,3,0.42,9,11,0.0,0.28,11,0.36,0.37,0.46,0,1,86428,289
Marin Cilic,2011,0.54,0.76,0.31,0.54,0.5,436,0.43,326,410,0.62,162,736,0.24,0.38,727,0.83,0.52,0.66,44,22,1052754,3
Di Wu,2015,0.54,0.56,0.28,0.45,0.51,3,0.4,30,20,0.5,7,33,0.24,0.37,31,0.52,0.44,0.51,0,2,11984,249
Peter Gojowczyk,2015,0.54,0.72,0.3,0.5,0.5,26,0.43,27,21,0.56,12,44,0.2,0.38,45,0.73,0.5,0.62,1,3,92488,50
Yibing Wu,2017,0.54,0.73,0.27,0.49,0.41,9,0.5,12,8,0.5,3,23,0.17,0.32,23,0.74,0.47,0.62,1,2,59204,337
Alexandar Lazarov,2017,0.54,0.59,0.26,0.44,0.45,1,0.29,4,7,0.0,5,10,0.2,0.34,10,0.6,0.42,0.52,0,1,11236,731
Akira Santillan,2016,0.54,0.64,0.09,0.51,0.42,6,0.0,12,6,0.5,4,18,0.0,0.24,18,0.67,0.41,0.58,0,2,49173,168
Thomaz Bellucci,2013,0.54,0.69,0.27,0.51,0.5,135,0.32,183,157,0.58,76,289,0.18,0.36,284,0.73,0.48,0.61,8,18,255751,224
Marcos Baghdatis,2015,0.54,0.75,0.28,0.51,0.52,351,0.42,299,318,0.61,162,572,0.23,0.38,578,0.8,0.51,0.64,26,19,591442,81
Saketh Myneni,2017,0.54,0.74,0.22,0.47,0.33,6,0.0,8,2,0.75,4,10,0.0,0.26,9,0.78,0.45,0.61,0,1,4235,530
Andrea Arnaboldi,2016,0.54,0.64,0.35,0.48,0.48,13,0.34,47,44,0.57,19,55,0.27,0.4,58,0.66,0.49,0.56,2,3,89983,222
Jack Sock,2013,0.54,0.75,0.25,0.51,0.48,160,0.46,160,110,0.64,120,286,0.18,0.34,290,0.8,0.5,0.64,10,13,288901,17
Steve Darcis,2016,0.54,0.72,0.28,0.51,0.5,36,0.37,70,83,0.53,34,137,0.23,0.37,132,0.75,0.5,0.63,4,5,232351,140
Daniel Munoz de la Nava,2013,0.54,0.7,0.25,0.5,0.46,20,0.26,70,46,0.61,28,97,0.12,0.33,96,0.72,0.47,0.61,2,5,129533,274
Pere Riba,2011,0.54,0.68,0.26,0.47,0.5,144,0.4,251,171,0.58,114,356,0.19,0.35,358,0.7,0.47,0.58,11,22,319798,939
Hiroki Moriya,2016,0.54,0.42,0.34,0.27,0.5,0,0.5,15,4,0.53,3,7,0.29,0.4,8,0.13,0.37,0.35,0,1,89520,309
Benjamin Becker,2011,0.54,0.77,0.23,0.52,0.44,88,0.33,64,55,0.61,33,146,0.12,0.31,147,0.83,0.48,0.65,3,9,90524,1051
Andreas Haider-Maurer,2017,0.53,0.61,0.21,0.42,0.37,16,0.2,32,5,0.59,17,29,0.03,0.27,30,0.57,0.41,0.52,0,3,117808,418
Michal Przysiezny,2015,0.53,0.73,0.3,0.46,0.32,13,0.25,14,12,0.5,8,24,0.13,0.31,23,0.7,0.46,0.61,0,0,4600,1134
Antoine Bellier,2017,0.53,0.72,0.21,0.46,0.43,3,1.0,8,2,0.63,5,11,0.18,0.29,10,0.7,0.45,0.59,0,1,4205,760
Lamine Ouahab,2015,0.53,0.75,0.34,0.49,0.57,7,0.45,19,20,0.68,2,27,0.33,0.42,28,0.79,0.52,0.63,3,4,34820,517
Lucas Gomez,2016,0.53,0.6,0.1,0.28,0.48,0,1.0,17,1,0.41,9,15,0.07,0.29,16,0.38,0.38,0.45,0,0,1956,825
Wishaya Trongcharoenchaikul,2013,0.53,0.57,0.09,0.21,0.22,3,0.0,11,0,0.55,8,7,0.0,0.13,7,0.29,0.28,0.4,0,3,8441,433
Marko Tepavac,2017,0.53,0.62,0.19,0.45,0.51,6,0.38,6,8,0.33,1,11,0.27,0.36,11,0.64,0.46,0.54,0,1,27755,413
Ivan Dodig,2009,0.53,0.69,0.29,0.5,0.49,22,0.5,21,12,0.52,10,35,0.17,0.37,36,0.72,0.49,0.6,0,2,9792,407
Christian Garin,2016,0.53,0.5,0.31,0.39,0.55,1,0.43,6,7,0.0,4,10,0.3,0.41,10,0.4,0.43,0.45,1,3,32518,216
David Guez,2009,0.53,0.61,0.31,0.56,0.51,4,0.43,25,21,0.56,10,36,0.25,0.38,38,0.71,0.48,0.59,2,2,70188,268
Pierre-Hugues Herbert,2014,0.53,0.78,0.24,0.54,0.4,179,0.31,81,65,0.62,64,203,0.1,0.3,203,0.85,0.49,0.67,5,11,247059,82
Henri Laaksonen,2015,0.53,0.62,0.28,0.43,0.46,5,0.42,24,12,0.63,9,24,0.21,0.35,23,0.61,0.44,0.53,3,2,40875,136
Jan-Lennard Struff,2017,0.53,0.78,0.26,0.5,0.48,456,0.36,351,313,0.66,239,645,0.17,0.35,662,0.82,0.5,0.65,28,29,781676,61
Thomas Fabbiano,2010,0.53,0.59,0.17,0.52,0.29,3,0.0,5,0,0.4,2,9,0.0,0.22,10,0.7,0.42,0.56,0,1,21587,103
Taylor Fritz,2015,0.53,0.66,0.26,0.52,0.55,17,0.4,15,10,0.73,1,17,0.24,0.34,18,0.78,0.49,0.6,1,1,47165,66
Cem Ilkel,2015,0.53,0.51,0.16,0.44,0.42,6,0.33,20,3,0.55,6,16,0.06,0.26,16,0.44,0.38,0.47,1,5,24129,244
Marcos Baghdatis,2017,0.53,0.76,0.29,0.49,0.47,261,0.36,189,209,0.62,118,389,0.2,0.36,380,0.81,0.5,0.64,18,17,486566,81
Daniel Dutra da Silva,2009,0.53,0.63,0.33,0.47,0.39,0,0.22,9,9,0.56,3,10,0.2,0.35,10,0.6,0.45,0.56,0,1,18127,340
Guilherme Clezar,2017,0.53,0.48,0.13,0.5,0.5,1,0.33,9,3,0.56,1,9,0.11,0.26,8,0.5,0.38,0.49,0,2,46734,241
Marcos Baghdatis,2013,0.53,0.75,0.25,0.52,0.49,275,0.35,230,240,0.64,155,465,0.18,0.34,462,0.82,0.49,0.64,15,22,489881,81
Marcos Baghdatis,2009,0.53,0.74,0.34,0.51,0.49,238,0.43,210,230,0.62,98,380,0.26,0.39,374,0.79,0.51,0.63,23,16,388141,81
Malek Jaziri,2017,0.53,0.72,0.26,0.47,0.49,173,0.38,267,228,0.57,124,446,0.19,0.35,437,0.74,0.48,0.6,16,22,582969,85
Go Soeda,2011,0.53,0.63,0.27,0.48,0.43,25,0.25,88,56,0.53,33,120,0.12,0.33,118,0.65,0.45,0.56,7,7,132262,138
Malek Jaziri,2016,0.53,0.72,0.27,0.49,0.47,149,0.34,307,251,0.67,121,464,0.18,0.35,460,0.78,0.49,0.62,17,23,511025,85
Malek Jaziri,2015,0.53,0.71,0.26,0.5,0.47,141,0.37,256,201,0.63,95,403,0.18,0.35,403,0.77,0.48,0.61,12,20,389614,85
Juan Ignacio Londero,2014,0.53,0.53,0.26,0.59,0.46,1,0.67,7,3,0.43,1,11,0.18,0.34,10,0.6,0.44,0.56,0,1,53095,218
Ricardas Berankis,2010,0.53,0.75,0.25,0.53,0.51,67,0.47,52,59,0.62,46,118,0.24,0.36,118,0.83,0.51,0.65,8,4,137564,89
Gastao Elias,2016,0.53,0.7,0.31,0.53,0.47,99,0.45,150,144,0.59,52,258,0.25,0.37,254,0.76,0.5,0.62,13,14,250016,110
Inigo Cervantes,2015,0.53,0.71,0.38,0.45,0.41,6,0.25,6,8,0.5,0,11,0.18,0.39,11,0.73,0.48,0.59,0,0,7287,325
Daniel Munoz de la Nava,2011,0.53,0.53,0.41,0.48,0.43,5,0.44,12,9,0.42,5,14,0.29,0.42,14,0.5,0.46,0.51,0,1,80867,274
Gastao Elias,2017,0.53,0.72,0.29,0.5,0.45,66,0.35,127,96,0.58,48,205,0.17,0.35,199,0.73,0.48,0.61,7,11,228725,110
Konstantin Kravchuk,2015,0.53,0.6,0.2,0.48,0.5,10,0.27,11,11,0.45,3,15,0.2,0.34,14,0.57,0.44,0.54,0,2,101932,323
Mirza Basic,2017,0.53,0.72,0.31,0.54,0.55,23,0.45,27,29,0.74,10,41,0.32,0.41,41,0.83,0.53,0.63,4,2,121673,92
Aljaz Bedene,2014,0.53,0.73,0.26,0.45,0.47,123,0.43,103,70,0.5,43,165,0.18,0.35,168,0.7,0.48,0.6,5,9,177786,58
Jan-Lennard Struff,2016,0.53,0.76,0.29,0.49,0.47,204,0.35,196,210,0.59,130,364,0.2,0.36,363,0.78,0.5,0.64,13,18,370930,61
Go Soeda,2010,0.53,0.66,0.27,0.48,0.48,16,0.26,50,27,0.64,17,58,0.12,0.35,56,0.68,0.47,0.58,3,4,83512,138
Janko Tipsarevic,2015,0.53,0.71,0.28,0.49,0.51,67,0.32,85,68,0.58,34,135,0.16,0.36,131,0.73,0.48,0.61,3,7,132733,153
Adrian Mannarino,2009,0.53,0.62,0.24,0.38,0.39,22,0.27,51,15,0.53,16,46,0.09,0.3,47,0.49,0.4,0.5,0,4,103695,26
Guido Andreozzi,2012,0.53,0.69,0.16,0.4,0.28,8,0.0,10,0,0.5,6,13,0.0,0.2,12,0.58,0.4,0.55,0,1,50574,161
Akira Santillan,2017,0.53,0.71,0.29,0.51,0.48,40,0.48,30,33,0.43,20,69,0.23,0.37,72,0.76,0.5,0.62,2,5,133498,168
Stephane Robert,2016,0.53,0.71,0.31,0.47,0.51,151,0.4,262,242,0.58,142,398,0.24,0.39,389,0.71,0.49,0.59,14,18,525756,169
Dominic Thiem,2013,0.53,0.77,0.29,0.59,0.51,35,0.37,25,43,0.72,15,68,0.24,0.36,69,0.9,0.53,0.69,4,2,63771,7
Guido Andreozzi,2016,0.53,0.67,0.05,0.51,0.47,5,1.0,13,1,0.69,7,15,0.07,0.22,14,0.71,0.42,0.59,0,1,121878,161
Victor Estrella Burgos,2013,0.53,0.71,0.33,0.38,0.53,4,0.38,18,13,0.61,9,18,0.28,0.4,18,0.61,0.48,0.55,2,1,66000,171
Peter Gojowczyk,2017,0.53,0.78,0.28,0.48,0.51,175,0.44,142,144,0.58,94,285,0.22,0.37,285,0.79,0.5,0.64,14,9,410401,50
Jared Donaldson,2017,0.53,0.74,0.27,0.5,0.5,313,0.37,322,332,0.6,168,581,0.21,0.36,571,0.77,0.5,0.63,21,25,840088,51
Norbert Gombos,2015,0.53,0.64,0.33,0.43,0.45,7,0.38,20,13,0.5,11,22,0.23,0.39,23,0.57,0.47,0.54,1,6,95474,147
Benoit Paire,2017,0.53,0.75,0.33,0.46,0.47,517,0.43,453,405,0.61,287,721,0.24,0.38,726,0.75,0.5,0.62,31,31,1022827,48
Stephane Robert,2014,0.53,0.73,0.27,0.51,0.53,76,0.4,116,100,0.61,73,187,0.21,0.37,189,0.76,0.5,0.63,5,8,275644,169
Filip Peliwo,2015,0.53,0.56,0.32,0.43,0.54,2,0.38,15,8,0.6,3,14,0.21,0.41,13,0.54,0.45,0.5,0,3,24906,180
Benoit Paire,2011,0.52,0.72,0.3,0.45,0.5,86,0.41,124,104,0.55,54,192,0.22,0.38,190,0.71,0.48,0.59,5,10,200812,48
Benoit Paire,2010,0.52,0.73,0.26,0.46,0.47,70,0.44,59,34,0.61,30,92,0.16,0.34,92,0.75,0.48,0.6,1,4,99989,48
Daniel Evans,2010,0.52,0.6,0.39,0.56,0.52,5,0.36,5,11,0.2,3,13,0.31,0.45,12,0.67,0.5,0.58,0,3,27070,994
Adrien Bossel,2015,0.52,0.72,0.2,0.56,0.41,8,0.0,6,2,0.83,4,11,0.0,0.26,10,0.9,0.45,0.64,0,2,21475,568
Ruben Ramirez Hidalgo,2014,0.52,0.62,0.23,0.45,0.51,2,0.42,24,12,0.5,11,31,0.16,0.35,30,0.6,0.45,0.54,0,3,46347,601
Kamil Majchrzak,2017,0.52,0.69,0.17,0.47,0.36,4,0.5,6,2,0.5,2,10,0.1,0.24,10,0.7,0.42,0.58,0,4,43971,229
Yan Bai,2015,0.52,0.71,0.29,0.43,0.37,8,0.6,21,10,0.52,10,27,0.22,0.32,29,0.66,0.46,0.57,1,2,53848,555
Benoit Paire,2014,0.52,0.75,0.29,0.46,0.51,288,0.38,251,219,0.63,131,392,0.21,0.36,390,0.76,0.49,0.61,10,19,394566,48
Benoit Paire,2013,0.52,0.74,0.32,0.47,0.49,537,0.41,438,447,0.59,234,750,0.24,0.39,744,0.76,0.5,0.61,32,30,853872,48
Yuki Bhambri,2009,0.52,0.62,0.32,0.48,0.35,0,0.14,8,7,0.5,6,9,0.11,0.33,10,0.6,0.45,0.55,1,1,16937,83
James Duckworth,2016,0.52,0.74,0.25,0.52,0.47,127,0.42,105,71,0.71,45,169,0.18,0.34,169,0.82,0.5,0.63,4,8,201084,1051
Marcos Baghdatis,2010,0.52,0.76,0.31,0.52,0.5,498,0.38,421,512,0.61,194,817,0.24,0.39,823,0.8,0.51,0.64,43,27,935483,81
Marcos Baghdatis,2011,0.52,0.76,0.29,0.52,0.48,400,0.43,345,343,0.61,153,671,0.22,0.37,669,0.8,0.5,0.64,28,27,588435,81
Benoit Paire,2015,0.52,0.73,0.33,0.49,0.5,314,0.45,344,298,0.63,166,533,0.25,0.39,532,0.76,0.5,0.61,25,17,855641,48
Gianni Mina,2010,0.52,0.63,0.28,0.45,0.43,5,0.1,19,10,0.53,5,23,0.04,0.33,23,0.61,0.44,0.54,0,2,30659,481
Marcos Baghdatis,2014,0.52,0.74,0.28,0.51,0.49,116,0.33,105,118,0.51,82,233,0.17,0.36,234,0.78,0.49,0.63,7,11,278644,81
Sergio Gutierrez-Ferrol,2012,0.52,0.77,0.41,0.46,0.54,22,0.78,16,18,0.63,9,29,0.48,0.46,29,0.79,0.54,0.62,2,1,47257,278
Roberto Carballes Baena,2013,0.52,0.54,0.4,0.31,0.59,3,0.43,12,7,0.5,4,9,0.33,0.46,8,0.25,0.44,0.43,0,1,25260,75
Alexandr Dolgopolov,2013,0.52,0.75,0.28,0.5,0.49,319,0.38,282,304,0.56,124,538,0.21,0.37,533,0.77,0.5,0.63,24,27,599596,53
Marton Fucsovics,2012,0.52,0.75,0.28,0.56,0.4,9,0.14,6,7,0.83,2,15,0.07,0.34,15,0.93,0.5,0.66,2,3,13897,59
Marton Fucsovics,2016,0.52,0.56,0.34,0.53,0.54,7,0.44,34,32,0.53,12,41,0.34,0.44,40,0.6,0.49,0.55,2,3,117222,59
Roberto Ortega-Olmedo,2016,0.52,0.68,0.13,0.59,0.21,3,0.0,9,2,0.78,2,10,0.0,0.16,9,0.78,0.41,0.63,0,0,3192,319
Marcos Baghdatis,2016,0.52,0.74,0.29,0.53,0.5,295,0.42,294,320,0.59,160,592,0.22,0.37,580,0.79,0.5,0.64,26,23,948524,81
John Millman,2010,0.52,0.52,0.15,0.4,0.75,1,0.33,6,3,0.17,4,8,0.13,0.3,8,0.38,0.39,0.46,0,1,51358,91
Filip Peliwo,2014,0.52,0.74,0.29,0.44,0.48,13,0.53,27,15,0.59,15,37,0.22,0.37,35,0.69,0.48,0.6,1,2,28692,180
Mubarak Shannan Zayid,2016,0.52,0.54,0.1,0.27,0.54,1,0.5,13,2,0.54,2,7,0.14,0.26,7,0.14,0.35,0.41,0,1,13211,1410
Denis Kudla,2010,0.52,0.64,0.32,0.52,0.56,11,0.43,23,21,0.61,7,27,0.33,0.4,27,0.67,0.49,0.58,1,1,13479,117
Sherif Sabry,2011,0.52,0.6,0.3,0.49,0.59,1,0.44,12,9,0.42,1,13,0.31,0.4,14,0.5,0.47,0.54,0,1,13636,952
Blaz Kavcic,2017,0.52,0.68,0.31,0.43,0.48,7,0.27,30,26,0.6,17,32,0.22,0.39,32,0.63,0.47,0.56,1,2,160303,127
Elias Ymer,2013,0.52,0.66,0.19,0.47,0.46,2,0.25,9,8,0.56,8,15,0.13,0.3,15,0.73,0.45,0.57,1,2,9365,133
Frank Dancevic,2012,0.52,0.69,0.13,0.46,0.43,28,0.31,32,13,0.53,17,47,0.09,0.27,44,0.66,0.43,0.58,2,6,93998,328
Enrique Lopez Perez,2016,0.52,0.71,0.27,0.38,0.19,7,0.5,9,2,0.56,4,10,0.1,0.24,10,0.6,0.42,0.55,0,1,74648,200
Stephane Robert,2015,0.52,0.64,0.28,0.45,0.49,29,0.38,68,48,0.53,28,89,0.2,0.37,86,0.63,0.46,0.55,1,6,125974,169
Federico Gaio,2017,0.52,0.77,0.25,0.56,0.44,28,0.35,28,17,0.71,30,53,0.11,0.32,51,0.84,0.49,0.67,2,2,74909,320
James Ward,2009,0.52,0.78,0.27,0.47,0.41,27,0.37,27,19,0.56,14,41,0.17,0.32,40,0.7,0.47,0.63,1,3,54509,798
Peter Polansky,2013,0.51,0.62,0.36,0.4,0.53,0,0.5,12,10,0.42,6,14,0.36,0.44,14,0.5,0.47,0.51,0,1,86145,124
Ramkumar Ramanathan,2014,0.51,0.68,0.34,0.4,0.47,9,0.5,17,12,0.53,14,23,0.26,0.38,24,0.67,0.47,0.54,1,1,25420,116
Jared Donaldson,2016,0.51,0.73,0.26,0.51,0.5,88,0.45,109,103,0.53,59,207,0.22,0.37,205,0.75,0.49,0.62,7,10,335854,51
Marc Polmans,2017,0.51,0.64,0.3,0.45,0.43,3,0.2,24,15,0.63,10,24,0.13,0.36,24,0.63,0.46,0.54,5,6,100302,209
N Vijay Sundar Prashanth,2015,0.51,0.43,0.13,0.52,0.44,0,0.0,10,0,0.5,0,7,0.0,0.26,8,0.38,0.38,0.47,0,0,3672,465
Stephane Robert,2011,0.51,0.72,0.19,0.43,0.5,20,0.32,57,38,0.49,25,93,0.13,0.32,90,0.68,0.45,0.58,2,5,140615,169
Mate Pavic,2011,0.51,0.54,0.3,0.33,0.4,0,0.33,7,3,0.29,2,8,0.13,0.33,8,0.38,0.39,0.44,0,0,3340,938
Blaz Rola,2016,0.51,0.69,0.32,0.54,0.46,5,0.39,22,18,0.64,7,29,0.24,0.39,28,0.71,0.5,0.62,2,2,47887,166
Romain Jouan,2010,0.51,0.74,0.13,0.62,0.56,6,0.0,7,6,0.71,3,16,0.0,0.33,15,0.87,0.49,0.68,0,1,26200,1140
Orlando Luz,2017,0.51,0.59,0.13,0.52,0.38,4,0.0,5,3,0.4,3,10,0.0,0.24,10,0.7,0.41,0.55,0,0,2934,665
Reda El Amrani,2009,0.51,0.58,0.18,0.49,0.33,1,0.0,10,2,0.7,5,10,0.0,0.24,10,0.7,0.41,0.53,0,1,21480,1182
Evgeny Tyurnev,2017,0.51,0.64,0.21,0.24,0.52,6,0.17,6,6,0.17,3,8,0.13,0.37,8,0.38,0.4,0.44,0,1,21661,370
Robin Kern,2012,0.51,0.65,0.31,0.47,0.38,4,0.4,11,5,0.64,6,10,0.2,0.34,10,0.6,0.46,0.56,0,1,15526,420
Sergey Betov,2012,0.51,0.68,0.36,0.48,0.33,3,0.6,11,5,0.55,3,11,0.27,0.35,12,0.58,0.49,0.58,0,0,2431,866
Benoit Paire,2012,0.51,0.73,0.33,0.47,0.51,385,0.37,407,457,0.57,236,646,0.26,0.39,656,0.73,0.5,0.6,26,26,467451,48
Fred Simonsson,2016,0.51,0.64,0.33,0.46,0.57,4,0.56,17,9,0.71,10,15,0.33,0.42,15,0.67,0.49,0.55,2,3,10455,732
Alexandr Dolgopolov,2011,0.51,0.76,0.3,0.51,0.5,559,0.43,411,462,0.58,206,816,0.24,0.38,805,0.79,0.51,0.63,38,29,1027621,53
Matteo Berrettini,2017,0.51,0.61,0.1,0.37,0.28,1,0.0,10,0,0.6,3,8,0.0,0.18,8,0.5,0.37,0.49,0,1,84667,105
Sam Groth,2009,0.51,0.69,0.22,0.48,0.4,31,1.0,32,6,0.59,25,44,0.14,0.3,44,0.7,0.45,0.59,1,2,40186,286
Gerald Melzer,2010,0.51,0.67,0.24,0.34,0.6,4,0.29,8,7,0.5,6,10,0.2,0.35,9,0.56,0.43,0.51,0,1,13234,115
Jaroslav Pospisil,2011,0.51,0.69,0.21,0.39,0.45,8,0.33,44,18,0.57,30,45,0.13,0.3,46,0.59,0.43,0.54,2,1,16898,606
Agustin Velotti,2010,0.51,0.56,0.13,0.45,0.4,4,0.0,11,0,0.64,1,8,0.0,0.25,8,0.5,0.4,0.51,0,0,1820,596
Stefano Travaglia,2017,0.51,0.73,0.3,0.49,0.48,41,0.46,38,39,0.47,28,76,0.24,0.37,75,0.73,0.49,0.61,1,3,184591,109
Kimmer Coppejans,2017,0.51,0.7,0.16,0.41,0.5,3,0.17,5,6,0.2,3,9,0.11,0.3,9,0.56,0.41,0.56,0,1,58960,313
Ricardas Berankis,2011,0.51,0.72,0.26,0.49,0.53,100,0.42,129,109,0.59,68,196,0.23,0.37,195,0.73,0.49,0.6,8,10,167869,89
Ryan Shane,2015,0.5,0.78,0.19,0.34,0.34,17,0.17,11,6,0.36,13,18,0.06,0.25,17,0.59,0.42,0.56,0,1,43599,477
